location,date,total_deaths,total_vaccinations,population_density,median_age,aged_70_older,gdp_per_capita,hospital_beds_per_thousand,human_development_index
Singapore,1/23/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,1/24/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,1/25/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,1/26/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,1/27/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,1/28/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,1/29/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,1/30/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,1/31/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/1/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/2/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/3/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/4/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/5/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/6/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/7/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/8/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/9/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/10/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/11/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/12/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/13/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/14/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/15/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/16/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/17/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/18/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/19/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/20/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/21/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/22/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/23/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/24/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/25/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/26/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/27/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/28/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,2/29/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/1/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/2/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/3/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/4/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/5/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/6/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/7/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/8/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/9/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/10/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/11/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/12/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/13/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/14/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/15/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/16/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/17/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/18/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/19/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/20/2020,0,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/21/2020,2,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/22/2020,2,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/23/2020,2,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/24/2020,2,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/25/2020,2,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/26/2020,2,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/27/2020,2,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/28/2020,2,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/29/2020,3,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/30/2020,3,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,3/31/2020,3,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/1/2020,3,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/2/2020,4,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/3/2020,5,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/4/2020,6,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/5/2020,6,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/6/2020,6,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/7/2020,6,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/8/2020,6,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/9/2020,6,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/10/2020,7,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/11/2020,8,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/12/2020,8,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/13/2020,9,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/14/2020,10,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/15/2020,10,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/16/2020,10,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/17/2020,11,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/18/2020,11,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/19/2020,11,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/20/2020,11,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/21/2020,11,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/22/2020,12,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/23/2020,12,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/24/2020,12,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/25/2020,12,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/26/2020,12,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/27/2020,14,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/28/2020,14,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/29/2020,14,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,4/30/2020,15,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/1/2020,16,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/2/2020,17,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/3/2020,18,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/4/2020,18,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/5/2020,18,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/6/2020,20,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/7/2020,20,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/8/2020,20,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/9/2020,20,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/10/2020,20,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/11/2020,21,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/12/2020,21,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/13/2020,21,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/14/2020,21,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/15/2020,21,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/16/2020,22,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/17/2020,22,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/18/2020,22,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/19/2020,22,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/20/2020,22,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/21/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/22/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/23/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/24/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/25/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/26/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/27/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/28/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/29/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/30/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,5/31/2020,23,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/1/2020,24,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/2/2020,24,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/3/2020,24,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/4/2020,24,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/5/2020,24,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/6/2020,25,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/7/2020,25,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/8/2020,25,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/9/2020,25,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/10/2020,25,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/11/2020,25,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/12/2020,25,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/13/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/14/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/15/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/16/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/17/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/18/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/19/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/20/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/21/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/22/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/23/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/24/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/25/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/26/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/27/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/28/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/29/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,6/30/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/1/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/2/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/3/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/4/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/5/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/6/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/7/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/8/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/9/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/10/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/11/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/12/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/13/2020,26,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/14/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/15/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/16/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/17/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/18/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/19/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/20/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/21/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/22/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/23/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/24/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/25/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/26/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/27/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/28/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/29/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/30/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,7/31/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/1/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/2/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/3/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/4/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/5/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/6/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/7/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/8/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/9/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/10/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/11/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/12/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/13/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/14/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/15/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/16/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/17/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/18/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/19/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/20/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/21/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/22/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/23/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/24/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/25/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/26/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/27/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/28/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/29/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/30/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,8/31/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/1/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/2/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/3/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/4/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/5/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/6/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/7/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/8/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/9/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/10/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/11/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/12/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/13/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/14/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/15/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/16/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/17/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/18/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/19/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/20/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/21/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/22/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/23/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/24/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/25/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/26/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/27/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/28/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/29/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,9/30/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/1/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/2/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/3/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/4/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/5/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/6/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/7/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/8/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/9/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/10/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/11/2020,27,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/12/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/13/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/14/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/15/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/16/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/17/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/18/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/19/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/20/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/21/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/22/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/23/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/24/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/25/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/26/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/27/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/28/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/29/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/30/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,10/31/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/1/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/2/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/3/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/4/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/5/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/6/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/7/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/8/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/9/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/10/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/11/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/12/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/13/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/14/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/15/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/16/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/17/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/18/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/19/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/20/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/21/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/22/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/23/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/24/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/25/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/26/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/27/2020,28,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/28/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/29/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,11/30/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/1/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/2/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/3/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/4/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/5/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/6/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/7/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/8/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/9/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/10/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/11/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/12/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/13/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/14/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/15/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/16/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/17/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
Singapore,12/18/2020,29,0,7915.731,42.4,7.049,59797.75,2.4,0.938
